,user_id,gender,postal_code,temperature,temp_max,temp_min,avg_temp,city
1008,2878,female,28610,64.27,67.35,60.67,64.00999999999999,Claremont
1009,2879,female,29053,66.6,69.08,63.72,66.4,Gaston
1010,2884,female,95367,71.67,74.66,67.91,71.285,Riverbank
1011,2890,female,44114,58.73,62.73,55.35,59.04,Cleveland
1012,2891,female,44114,58.73,62.73,55.35,59.04,Cleveland
1013,2892,female,27263,64.81,67.24,61.92,64.58,High Point
1014,2893,female,72601,70.81,72.41,67.06,69.735,Harrison
1015,2894,female,40051,63.93,67.32,62.38,64.85,New Haven
1016,2895,female,27263,64.81,67.24,61.92,64.58,High Point
1017,2897,female,40051,63.93,67.32,62.38,64.85,New Haven
1018,2898,female,11235,65.84,69.78,54.88,62.33,Brooklyn
1019,2900,female,27263,64.81,67.24,61.92,64.58,High Point
1020,2901,female,62203,70.05,75.61,65.39,70.5,East Saint Louis
1021,2904,female,20853,60.84,66.65,55.83,61.24,Rockville
1022,2905,female,16033,54.81,62.85,50.5,56.675,Evans City
1023,2908,female,27263,64.81,67.24,61.92,64.58,High Point
1024,2915,female,25839,60.3,64.49,57.6,61.045,Fairdale
1026,2921,female,23234,64.76,68.67,62.2,65.435,Richmond
1028,2925,female,80011,65.1,69.15,61.09,65.12,Aurora
1029,2926,female,27263,64.81,67.24,61.92,64.58,High Point
1030,2927,female,48507,63.45,66.11,60.19,63.15,Flint
1032,2929,female,25839,60.3,64.49,57.6,61.045,Fairdale
1033,2930,female,78254,80.94,83.52,77.68,80.6,San Antonio
1034,2931,female,21619,62.44,68.97,55.9,62.435,Chester
1035,2933,female,21619,62.44,68.97,55.9,62.435,Chester
1036,2934,female,21120,57.47,63.81,50.83,57.32,Parkton
1037,2935,female,21619,62.44,68.97,55.9,62.435,Chester
1038,2936,female,75092,75.25,77.27,71.35,74.31,Sherman
1039,2937,female,19124,60.06,65.07,52.12,58.595,Philadelphia
1040,2938,female,21619,62.44,68.97,55.9,62.435,Chester
1041,2942,female,18064,53.64,58.98,49.6,54.29,Nazareth
1042,2943,female,21120,57.47,63.81,50.83,57.32,Parkton
1043,2944,female,33480,75.31,77.05,73.06,75.055,Palm Beach
1044,2945,female,21619,62.44,68.97,55.9,62.435,Chester
1045,2946,female,73112,77.29,80.76,72.59,76.67500000000001,Oklahoma City
1046,2947,female,21120,57.47,63.81,50.83,57.32,Parkton
1047,2949,female,24293,60.19,63.27,54.3,58.785,Wise
1048,2951,female,21120,57.47,63.81,50.83,57.32,Parkton
1049,2952,female,44256,58.3,63.21,53.94,58.575,Medina
1050,2953,female,75092,75.25,77.27,71.35,74.31,Sherman
1051,2954,female,21619,62.44,68.97,55.9,62.435,Chester
1053,2960,female,28906,63.25,65.61,59.97,62.79,Murphy
1054,2962,female,28906,63.25,65.61,59.97,62.79,Murphy
1055,2963,female,66067,70.61,74.32,68.76,71.53999999999999,Ottawa
1056,2966,female,21120,57.47,63.81,50.83,57.32,Parkton
1057,2967,female,10027,63.54,69.67,52.36,61.015,New York
1058,2974,female,78539,78.78,80.06,76.87,78.465,Edinburg
1059,2976,female,33012,75.67,80.62,73.4,77.01,Hialeah
1060,2978,female,20165,61.9,67.24,56.48,61.86,Sterling
1061,2981,female,21120,57.47,63.81,50.83,57.32,Parkton
1062,2984,female,28906,63.25,65.61,59.97,62.79,Murphy
1063,2990,female,27534,68.32,69.85,64.49,67.16999999999999,Goldsboro
1064,2991,female,33012,75.67,80.62,73.4,77.01,Hialeah
1065,2993,female,73099,76.28,80.42,72.25,76.33500000000001,Yukon
1067,2997,female,28906,63.25,65.61,59.97,62.79,Murphy
1068,2998,female,21619,62.44,68.97,55.9,62.435,Chester
1069,2999,female,75092,75.25,77.27,71.35,74.31,Sherman
1070,3000,female,20165,61.9,67.24,56.48,61.86,Sterling
1071,3001,female,21619,62.44,68.97,55.9,62.435,Chester
1072,3003,female,21120,57.47,63.81,50.83,57.32,Parkton
1073,3009,female,28328,67.26,70.84,62.56,66.7,Clinton
1074,3012,female,28328,67.26,70.84,62.56,66.7,Clinton
1075,3020,female,28906,63.25,65.61,59.97,62.79,Murphy
1076,3026,female,27534,68.32,69.85,64.49,67.16999999999999,Goldsboro
1077,3027,female,28328,67.26,70.84,62.56,66.7,Clinton
1078,3028,female,33063,77.7,79.99,73.38,76.685,Pompano Beach
1079,3029,female,28328,67.26,70.84,62.56,66.7,Clinton
1080,3030,female,28906,63.25,65.61,59.97,62.79,Murphy
1081,3031,female,33012,75.67,80.62,73.4,77.01,Hialeah
1082,3032,female,73018,75.11,78.85,73.89,76.37,Chickasha
1083,3033,female,91702,72.99,77.18,68.14,72.66,Azusa
1084,3035,female,33417,75.06,77.0,73.0,75.0,West Palm Beach
1085,3037,female,28328,67.26,70.84,62.56,66.7,Clinton
1086,3040,female,33012,75.67,80.62,73.4,77.01,Hialeah
1087,3042,female,91702,72.99,77.18,68.14,72.66,Azusa
1088,3043,female,28906,63.25,65.61,59.97,62.79,Murphy
1089,3044,female,27534,68.32,69.85,64.49,67.16999999999999,Goldsboro
1090,3045,female,27534,68.32,69.85,64.49,67.16999999999999,Goldsboro
1091,3046,female,33012,75.67,80.62,73.4,77.01,Hialeah
1093,3051,female,27516,65.52,69.82,61.68,65.75,Chapel Hill
1094,3052,female,33480,75.31,77.05,73.06,75.055,Palm Beach
1095,3056,female,91702,72.99,77.18,68.14,72.66,Azusa
1096,3058,female,33417,75.06,77.0,73.0,75.0,West Palm Beach
1097,3059,female,33480,75.31,77.05,73.06,75.055,Palm Beach
1098,3063,female,89121,88.07,89.64,85.26,87.45,Las Vegas
1099,3066,female,33480,75.31,77.05,73.06,75.055,Palm Beach
1100,3069,female,21619,62.44,68.97,55.9,62.435,Chester
1101,3070,female,78210,82.36,84.83,79.14,81.985,San Antonio
1102,3072,female,33417,75.06,77.0,73.0,75.0,West Palm Beach
1103,3074,female,11232,64.85,69.48,54.09,61.785000000000004,Brooklyn
1104,3076,female,21619,62.44,68.97,55.9,62.435,Chester
1105,3077,female,25839,60.3,64.49,57.6,61.045,Fairdale
1106,3082,female,78210,82.36,84.83,79.14,81.985,San Antonio
1107,3083,female,78210,82.36,84.83,79.14,81.985,San Antonio
1108,3084,female,27103,64.24,67.08,61.48,64.28,Winston Salem
1109,3085,female,38118,71.78,74.88,68.97,71.925,Memphis
1110,3086,female,46996,65.98,68.95,58.87,63.91,Winamac
1111,3087,female,28906,63.25,65.61,59.97,62.79,Murphy
1112,3088,female,52001,71.64,72.5,69.08,70.78999999999999,Dubuque
1113,3090,female,32810,75.25,77.95,72.91,75.43,Orlando
1114,3091,female,78210,82.36,84.83,79.14,81.985,San Antonio
1115,3092,female,46996,65.98,68.95,58.87,63.91,Winamac
1116,3093,female,28906,63.25,65.61,59.97,62.79,Murphy
1117,3094,female,67401,82.51,82.51,76.93,79.72,Salina
1118,3097,female,37130,68.49,73.47,61.95,67.71000000000001,Murfreesboro
1119,3102,female,46996,65.98,68.95,58.87,63.91,Winamac
1120,3103,female,67401,82.51,82.51,76.93,79.72,Salina
1121,3106,female,37130,68.49,73.47,61.95,67.71000000000001,Murfreesboro
1122,3107,female,98272,62.31,67.69,57.76,62.724999999999994,Monroe
1123,3116,female,90005,71.69,77.32,66.78,72.05,Los Angeles
1124,3117,female,23185,65.35,71.73,62.6,67.165,Williamsburg
1125,3122,female,44256,58.3,63.21,53.94,58.575,Medina
1127,3126,female,98272,62.31,67.69,57.76,62.724999999999994,Monroe
1128,3128,female,37130,68.49,73.47,61.95,67.71000000000001,Murfreesboro
1129,3129,female,44256,58.3,63.21,53.94,58.575,Medina
1130,3130,female,67401,82.51,82.51,76.93,79.72,Salina
1131,3131,female,67401,82.51,82.51,76.93,79.72,Salina
1132,3132,female,78210,82.36,84.83,79.14,81.985,San Antonio
1133,3135,female,67401,82.51,82.51,76.93,79.72,Salina
1134,3138,female,33063,77.7,79.99,73.38,76.685,Pompano Beach
1135,3141,female,20603,62.49,69.08,57.94,63.51,Waldorf
1136,3142,female,24201,62.11,65.52,59.9,62.709999999999994,Bristol
1137,3143,female,98272,62.31,67.69,57.76,62.724999999999994,Monroe
1138,3144,female,67401,82.51,82.51,76.93,79.72,Salina
1139,3151,female,46996,65.98,68.95,58.87,63.91,Winamac
1140,3152,female,97330,66.02,68.99,63.34,66.16499999999999,Corvallis
1141,3153,female,44256,58.3,63.21,53.94,58.575,Medina
1142,3156,female,67401,82.51,82.51,76.93,79.72,Salina
1143,3157,female,44256,58.3,63.21,53.94,58.575,Medina
1144,3160,female,44256,58.3,63.21,53.94,58.575,Medina
1145,3162,female,21213,61.36,66.97,55.45,61.21,Baltimore
1147,3169,female,47265,66.04,69.37,62.8,66.08500000000001,North Vernon
1148,3173,female,45601,63.59,66.04,61.16,63.6,Chillicothe
1149,3176,female,45601,63.59,66.04,61.16,63.6,Chillicothe
1150,3177,female,33458,74.52,77.04,73.04,75.04,Jupiter
1152,3183,female,45601,63.59,66.04,61.16,63.6,Chillicothe
1153,3184,female,42327,65.03,68.04,62.53,65.285,Calhoun
1154,3185,female,92083,68.97,73.58,65.95,69.765,Vista
1155,3188,female,63841,68.77,69.42,65.95,67.685,Dexter
1156,3192,female,92083,68.97,73.58,65.95,69.765,Vista
1157,3193,female,29506,67.77,71.65,64.38,68.015,Florence
1158,3195,female,45601,63.59,66.04,61.16,63.6,Chillicothe
1159,3196,female,92083,68.97,73.58,65.95,69.765,Vista
1160,3198,female,53142,67.03,70.52,62.53,66.525,Kenosha
1161,3199,female,37660,65.3,67.66,60.01,63.834999999999994,Kingsport
1162,3201,female,92083,68.97,73.58,65.95,69.765,Vista
1163,3204,female,92083,68.97,73.58,65.95,69.765,Vista
1164,3205,female,92083,68.97,73.58,65.95,69.765,Vista
1165,3206,female,37660,65.3,67.66,60.01,63.834999999999994,Kingsport
1166,3208,female,92083,68.97,73.58,65.95,69.765,Vista
1167,3211,female,14850,49.19,53.06,46.89,49.975,Ithaca
1168,3213,female,14850,49.19,53.06,46.89,49.975,Ithaca
1169,3214,female,77433,80.87,82.78,77.76,80.27000000000001,Cypress
1170,3215,female,33773,77.99,79.11,73.2,76.155,Largo
1171,3216,female,92083,68.97,73.58,65.95,69.765,Vista
1172,3217,female,37660,65.3,67.66,60.01,63.834999999999994,Kingsport
1173,3222,female,48433,63.55,64.53,60.55,62.54,Flushing
1174,3226,female,33012,75.67,80.62,73.4,77.01,Hialeah
1175,3228,female,37660,65.3,67.66,60.01,63.834999999999994,Kingsport
1176,3229,female,32204,77.09,80.58,71.38,75.97999999999999,Jacksonville
1177,3234,female,10805,62.69,69.8,53.2,61.5,New Rochelle
1178,3238,female,60502,69.21,73.69,64.81,69.25,Aurora
1179,3242,female,78572,77.13,78.82,76.73,77.775,Mission
1180,3244,female,78572,77.13,78.82,76.73,77.775,Mission
1182,3254,female,76021,77.25,80.44,73.4,76.92,Bedford
1183,3256,female,78701,82.99,84.78,80.47,82.625,Austin
1184,3259,female,77433,80.87,82.78,77.76,80.27000000000001,Cypress
1185,3260,female,37660,65.3,67.66,60.01,63.834999999999994,Kingsport
1189,3270,female,77433,80.87,82.78,77.76,80.27000000000001,Cypress
1190,3271,female,78572,77.13,78.82,76.73,77.775,Mission
1193,3280,female,76112,77.68,80.69,73.67,77.18,Fort Worth
1196,3284,female,78249,81.07,82.76,77.76,80.26,San Antonio
1197,3285,female,76112,77.68,80.69,73.67,77.18,Fort Worth
1199,3287,female,78249,81.07,82.76,77.76,80.26,San Antonio
1200,3290,female,37660,65.3,67.66,60.01,63.834999999999994,Kingsport
1201,3293,female,78249,81.07,82.76,77.76,80.26,San Antonio
1202,3295,female,77433,80.87,82.78,77.76,80.27000000000001,Cypress
1204,3298,female,10011,64.42,69.71,53.11,61.41,New York
1205,3300,female,78249,81.07,82.76,77.76,80.26,San Antonio
1206,3302,female,79912,80.65,85.44,78.44,81.94,El Paso
1207,3303,female,33186,74.48,79.0,73.4,76.2,Miami
1208,3306,female,14223,53.28,58.89,47.91,53.4,Buffalo
1209,3307,female,33012,75.67,80.62,73.4,77.01,Hialeah
1210,3308,female,24736,59.47,60.75,53.96,57.355000000000004,Matoaka
1211,3309,female,72118,72.16,76.82,67.69,72.255,North Little Rock
1212,3312,female,24736,59.47,60.75,53.96,57.355000000000004,Matoaka
1214,3319,female,33950,76.62,80.06,75.25,77.655,Punta Gorda
1215,3325,female,24736,59.47,60.75,53.96,57.355000000000004,Matoaka
1216,3326,female,33415,75.34,78.78,73.0,75.89,West Palm Beach
1217,3329,female,24736,59.47,60.75,53.96,57.355000000000004,Matoaka
1218,3336,female,19145,60.19,65.23,53.44,59.335,Philadelphia
1219,3338,female,24736,59.47,60.75,53.96,57.355000000000004,Matoaka
1220,3339,female,19145,60.19,65.23,53.44,59.335,Philadelphia
1221,3340,female,33415,75.34,78.78,73.0,75.89,West Palm Beach
1222,3342,female,77433,80.87,82.78,77.76,80.27000000000001,Cypress
1223,3343,female,77433,80.87,82.78,77.76,80.27000000000001,Cypress
1224,3344,female,72601,70.81,72.41,67.06,69.735,Harrison
1225,3346,female,24736,59.47,60.75,53.96,57.355000000000004,Matoaka
1226,3348,female,72601,70.81,72.41,67.06,69.735,Harrison
1227,3353,female,24736,59.47,60.75,53.96,57.355000000000004,Matoaka
1228,3354,female,33411,75.18,77.99,72.99,75.49,West Palm Beach
1229,3355,female,19145,60.19,65.23,53.44,59.335,Philadelphia
1230,3356,female,76544,79.88,80.94,77.27,79.10499999999999,Fort Hood
1231,3357,female,78249,81.07,82.76,77.76,80.26,San Antonio
1232,3364,female,33415,75.34,78.78,73.0,75.89,West Palm Beach
1233,3366,female,92105,68.72,72.3,65.91,69.10499999999999,San Diego
1234,3369,female,19446,57.27,63.66,50.76,57.209999999999994,Lansdale
1235,3370,female,33415,75.34,78.78,73.0,75.89,West Palm Beach
1236,3371,female,72601,70.81,72.41,67.06,69.735,Harrison
1237,3374,female,33415,75.34,78.78,73.0,75.89,West Palm Beach
1238,3375,female,27529,67.87,71.08,63.55,67.315,Garner
1239,3379,female,33415,75.34,78.78,73.0,75.89,West Palm Beach
1240,3380,female,21401,62.11,68.72,55.65,62.185,Annapolis
1241,3381,female,72601,70.81,72.41,67.06,69.735,Harrison
1242,3383,female,44224,57.4,63.14,53.6,58.370000000000005,Stow
1243,3389,female,50317,71.4,74.25,66.52,70.38499999999999,Des Moines
1244,3390,female,72601,70.81,72.41,67.06,69.735,Harrison
1245,3395,female,24201,62.11,65.52,59.9,62.709999999999994,Bristol
1246,3397,female,27529,67.87,71.08,63.55,67.315,Garner
1247,3398,female,93308,78.75,78.78,72.75,75.765,Bakersfield
1248,3403,female,92122,68.61,72.54,66.11,69.325,San Diego
1249,3404,female,70719,73.0,75.0,69.15,72.075,Brusly
1250,3406,female,68512,77.02,78.64,74.93,76.785,Lincoln
1251,3407,female,68512,77.02,78.64,74.93,76.785,Lincoln
1252,3408,female,24201,62.11,65.52,59.9,62.709999999999994,Bristol
1253,3410,female,60502,69.21,73.69,64.81,69.25,Aurora
1254,3413,female,27529,67.87,71.08,63.55,67.315,Garner
1255,3414,female,68512,77.02,78.64,74.93,76.785,Lincoln
1256,3415,female,27529,67.87,71.08,63.55,67.315,Garner
1257,3418,female,24557,64.2,67.59,60.8,64.195,Gretna
1258,3420,female,27529,67.87,71.08,63.55,67.315,Garner
1259,3421,female,27529,67.87,71.08,63.55,67.315,Garner
1260,3422,female,68512,77.02,78.64,74.93,76.785,Lincoln
1261,3428,female,48223,62.65,65.86,58.23,62.045,Detroit
1262,3429,female,48223,62.65,65.86,58.23,62.045,Detroit
1263,3431,female,48223,62.65,65.86,58.23,62.045,Detroit
1264,3436,female,24557,64.2,67.59,60.8,64.195,Gretna
1265,3438,female,72227,71.78,76.24,67.12,71.68,Little Rock
1266,3439,female,48223,62.65,65.86,58.23,62.045,Detroit
1267,3440,female,48223,62.65,65.86,58.23,62.045,Detroit
1269,3447,female,72227,71.78,76.24,67.12,71.68,Little Rock
1270,3450,female,24557,64.2,67.59,60.8,64.195,Gretna
1271,3451,female,48223,62.65,65.86,58.23,62.045,Detroit
1272,3453,female,48223,62.65,65.86,58.23,62.045,Detroit
1273,3456,female,40051,63.93,67.32,62.38,64.85,New Haven
1274,3460,female,22191,63.79,68.61,59.31,63.96,Woodbridge
1275,3462,female,60194,68.45,73.31,62.85,68.08,Schaumburg
1276,3469,female,48858,61.59,64.06,58.48,61.269999999999996,Mount Pleasant
1278,3481,female,27534,68.32,69.85,64.49,67.16999999999999,Goldsboro
1279,3484,female,34667,75.42,78.98,72.18,75.58000000000001,Hudson
1280,3485,female,11233,65.12,69.55,54.07,61.81,Brooklyn
1281,3487,female,85202,90.37,93.63,86.23,89.93,Mesa
1282,3489,female,13676,46.74,51.08,44.11,47.595,Potsdam
1283,3490,female,17331,55.33,61.56,52.09,56.825,Hanover
1284,3491,female,85202,90.37,93.63,86.23,89.93,Mesa
1285,3492,female,85202,90.37,93.63,86.23,89.93,Mesa
1286,3494,female,20002,62.74,67.75,57.76,62.754999999999995,Washington
1287,3495,female,24557,64.2,67.59,60.8,64.195,Gretna
1288,3496,female,13676,46.74,51.08,44.11,47.595,Potsdam
1289,3498,female,24019,61.59,65.55,57.34,61.445,Roanoke
1290,3504,female,13676,46.74,51.08,44.11,47.595,Potsdam
1291,3507,female,29583,66.4,68.22,62.46,65.34,Pamplico
1292,3509,female,55437,74.71,78.04,71.13,74.58500000000001,Minneapolis
1293,3510,female,25839,60.3,64.49,57.6,61.045,Fairdale
1294,3512,female,29583,66.4,68.22,62.46,65.34,Pamplico
1295,3513,female,70816,72.84,75.97,69.03,72.5,Baton Rouge
1296,3516,female,78586,78.55,80.91,77.97,79.44,San Benito
1298,3520,female,70816,72.84,75.97,69.03,72.5,Baton Rouge
1300,3522,female,29479,66.88,73.45,62.69,68.07,Saint Stephen
1301,3524,female,78586,78.55,80.91,77.97,79.44,San Benito
1302,3525,female,39073,71.65,73.45,67.1,70.275,Florence
1303,3526,female,78586,78.55,80.91,77.97,79.44,San Benito
1304,3527,female,53202,67.17,70.25,62.73,66.49,Milwaukee
1305,3528,female,48220,62.78,65.79,58.89,62.34,Ferndale
1306,3531,female,74145,76.44,79.05,72.93,75.99000000000001,Tulsa
1307,3533,female,44256,58.3,63.21,53.94,58.575,Medina
1308,3534,female,74145,76.44,79.05,72.93,75.99000000000001,Tulsa
1309,3535,female,74145,76.44,79.05,72.93,75.99000000000001,Tulsa
1310,3536,female,78586,78.55,80.91,77.97,79.44,San Benito
1311,3543,female,74145,76.44,79.05,72.93,75.99000000000001,Tulsa
1312,3545,female,74145,76.44,79.05,72.93,75.99000000000001,Tulsa
1313,3546,female,60435,68.68,73.9,65.05,69.475,Joliet
1314,3548,female,75454,75.15,78.98,71.19,75.08500000000001,Melissa
1315,3549,female,78586,78.55,80.91,77.97,79.44,San Benito
1316,3551,female,75454,75.15,78.98,71.19,75.08500000000001,Melissa
1317,3553,female,40504,65.97,68.05,60.87,64.46,Lexington
1318,3554,female,40504,65.97,68.05,60.87,64.46,Lexington
1319,3557,female,78586,78.55,80.91,77.97,79.44,San Benito
1320,3559,female,28405,68.2,71.94,65.03,68.485,Wilmington
1321,3562,female,25839,60.3,64.49,57.6,61.045,Fairdale
1322,3568,female,46226,66.43,70.2,63.16,66.68,Indianapolis
1323,3569,female,62203,70.05,75.61,65.39,70.5,East Saint Louis
1324,3574,female,47905,68.09,69.89,61.27,65.58,Lafayette
1325,3578,female,47905,68.09,69.89,61.27,65.58,Lafayette
1326,3579,female,77701,75.9,78.76,71.11,74.935,Beaumont
1327,3581,female,62203,70.05,75.61,65.39,70.5,East Saint Louis
1328,3583,female,14222,53.62,59.36,48.74,54.05,Buffalo
1329,3585,female,29611,64.06,67.71,60.28,63.995,Greenville
1330,3586,female,77701,75.9,78.76,71.11,74.935,Beaumont
1331,3590,female,64127,72.95,75.54,68.86,72.2,Kansas City
1332,3591,female,29611,64.06,67.71,60.28,63.995,Greenville
1333,3592,female,77701,75.9,78.76,71.11,74.935,Beaumont
1334,3599,female,46222,66.63,70.12,61.48,65.8,Indianapolis
1335,3600,female,46222,66.63,70.12,61.48,65.8,Indianapolis
1336,3602,female,29611,64.06,67.71,60.28,63.995,Greenville
1337,3605,female,46222,66.63,70.12,61.48,65.8,Indianapolis
1338,3607,female,46222,66.63,70.12,61.48,65.8,Indianapolis
1339,3611,female,78228,81.93,83.57,78.57,81.07,San Antonio
1340,3614,female,78228,81.93,83.57,78.57,81.07,San Antonio
1341,3617,female,46222,66.63,70.12,61.48,65.8,Indianapolis
1342,3622,female,27869,65.43,68.11,62.51,65.31,Rich Square
1343,3625,female,73018,75.11,78.85,73.89,76.37,Chickasha
1344,3626,female,73018,75.11,78.85,73.89,76.37,Chickasha
1345,3627,female,48312,62.89,65.93,58.48,62.205,Sterling Heights
1346,3628,female,73018,75.11,78.85,73.89,76.37,Chickasha
1347,3630,female,48312,62.89,65.93,58.48,62.205,Sterling Heights
1348,3631,female,48312,62.89,65.93,58.48,62.205,Sterling Heights
1349,3632,female,73018,75.11,78.85,73.89,76.37,Chickasha
1350,3633,female,65757,67.55,70.41,64.26,67.33500000000001,Strafford
1351,3636,female,48312,62.89,65.93,58.48,62.205,Sterling Heights
1354,3640,female,48312,62.89,65.93,58.48,62.205,Sterling Heights
1356,3647,female,65757,67.55,70.41,64.26,67.33500000000001,Strafford
1357,3652,female,65757,67.55,70.41,64.26,67.33500000000001,Strafford
1358,3654,female,65757,67.55,70.41,64.26,67.33500000000001,Strafford
1359,3655,female,48141,62.64,65.91,58.64,62.275,Inkster
1360,3656,female,76528,79.12,80.82,77.76,79.28999999999999,Gatesville
1361,3661,female,76528,79.12,80.82,77.76,79.28999999999999,Gatesville
1362,3667,female,73018,75.11,78.85,73.89,76.37,Chickasha
1363,3676,female,76103,77.49,80.33,73.29,76.81,Fort Worth
1364,3677,female,76103,77.49,80.33,73.29,76.81,Fort Worth
1365,3678,female,77037,81.07,82.38,77.86,80.12,Houston
1366,3679,female,76103,77.49,80.33,73.29,76.81,Fort Worth
1367,3683,female,48141,62.64,65.91,58.64,62.275,Inkster
1368,3684,female,76103,77.49,80.33,73.29,76.81,Fort Worth
1369,3687,female,98232,58.78,63.12,53.96,58.54,Bow
1370,3689,female,48141,62.64,65.91,58.64,62.275,Inkster
1371,3690,female,76103,77.49,80.33,73.29,76.81,Fort Worth
1372,3692,female,55430,75.4,78.22,71.13,74.675,Minneapolis
1373,3696,female,77657,72.79,78.62,70.95,74.785,Lumberton
1374,3697,female,77657,72.79,78.62,70.95,74.785,Lumberton
1375,3701,female,20002,62.74,67.75,57.76,62.754999999999995,Washington
1376,3703,female,20002,62.74,67.75,57.76,62.754999999999995,Washington
1377,3710,female,54751,67.78,71.69,65.64,68.66499999999999,Menomonie
1378,3711,female,20002,62.74,67.75,57.76,62.754999999999995,Washington
1379,3713,female,62002,69.4,74.82,65.03,69.925,Alton
1380,3714,female,20002,62.74,67.75,57.76,62.754999999999995,Washington
1381,3715,female,78723,82.58,84.45,79.77,82.11,Austin
1382,3716,female,78723,82.58,84.45,79.77,82.11,Austin
1383,3717,female,20002,62.74,67.75,57.76,62.754999999999995,Washington
1384,3719,female,20002,62.74,67.75,57.76,62.754999999999995,Washington
1385,3721,female,20002,62.74,67.75,57.76,62.754999999999995,Washington
1386,3722,female,27589,65.95,68.34,62.06,65.2,Warrenton
1387,3724,female,27589,65.95,68.34,62.06,65.2,Warrenton
1388,3726,female,27589,65.95,68.34,62.06,65.2,Warrenton
1389,3728,female,27589,65.95,68.34,62.06,65.2,Warrenton
1390,3729,female,27589,65.95,68.34,62.06,65.2,Warrenton
1391,3730,female,27589,65.95,68.34,62.06,65.2,Warrenton
1392,3731,female,27589,65.95,68.34,62.06,65.2,Warrenton
1393,3733,female,27589,65.95,68.34,62.06,65.2,Warrenton
1394,3736,female,27589,65.95,68.34,62.06,65.2,Warrenton
1395,3737,female,27589,65.95,68.34,62.06,65.2,Warrenton
1396,3738,female,27589,65.95,68.34,62.06,65.2,Warrenton
1397,3744,female,62025,69.42,75.18,65.97,70.575,Edwardsville
1398,3745,female,38134,71.76,74.95,67.14,71.045,Memphis
1399,3746,female,28801,59.68,62.74,55.33,59.035,Asheville
1400,3750,female,35044,67.01,71.35,65.01,68.18,Childersburg
1401,3751,female,62025,69.42,75.18,65.97,70.575,Edwardsville
1402,3755,female,35044,67.01,71.35,65.01,68.18,Childersburg
1403,3760,female,38134,71.76,74.95,67.14,71.045,Memphis
1404,3766,female,38134,71.76,74.95,67.14,71.045,Memphis
1405,3771,female,38134,71.76,74.95,67.14,71.045,Memphis
1406,3778,female,60502,69.21,73.69,64.81,69.25,Aurora
1407,3779,female,35044,67.01,71.35,65.01,68.18,Childersburg
1408,3780,female,35044,67.01,71.35,65.01,68.18,Childersburg
1409,3782,female,35044,67.01,71.35,65.01,68.18,Childersburg
1410,3784,female,62025,69.42,75.18,65.97,70.575,Edwardsville
1411,3789,female,92020,68.77,71.98,65.55,68.765,El Cajon
1412,3790,female,60502,69.21,73.69,64.81,69.25,Aurora
1413,3794,female,78210,82.36,84.83,79.14,81.985,San Antonio
1414,3795,female,78210,82.36,84.83,79.14,81.985,San Antonio
1415,3796,female,10469,62.91,69.46,52.86,61.16,Bronx
1416,3799,female,78210,82.36,84.83,79.14,81.985,San Antonio
1419,3802,female,95209,69.71,73.17,65.98,69.575,Stockton
1420,3803,female,78210,82.36,84.83,79.14,81.985,San Antonio
1421,3804,female,62025,69.42,75.18,65.97,70.575,Edwardsville
1422,3805,female,40117,63.88,68.22,60.67,64.445,Ekron
1423,3807,female,95209,69.71,73.17,65.98,69.575,Stockton
1425,3810,female,92010,68.77,72.95,66.18,69.565,Carlsbad
1426,3812,female,76109,77.65,79.84,73.89,76.86500000000001,Fort Worth
1427,3815,female,60502,69.21,73.69,64.81,69.25,Aurora
1429,3819,female,60502,69.21,73.69,64.81,69.25,Aurora
1430,3822,female,65301,71.58,71.89,69.31,70.6,Sedalia
1431,3824,female,60502,69.21,73.69,64.81,69.25,Aurora
1433,3828,female,65301,71.58,71.89,69.31,70.6,Sedalia
1434,3829,female,60502,69.21,73.69,64.81,69.25,Aurora
1435,3840,female,28422,68.18,74.97,64.99,69.97999999999999,Bolivia
1436,3844,female,28422,68.18,74.97,64.99,69.97999999999999,Bolivia
1437,3846,female,28422,68.18,74.97,64.99,69.97999999999999,Bolivia
1438,3848,female,36832,69.04,72.12,66.88,69.5,Auburn
1439,3849,female,28422,68.18,74.97,64.99,69.97999999999999,Bolivia
1440,3850,female,30252,64.98,72.18,61.65,66.915,Mcdonough
1441,3851,female,28422,68.18,74.97,64.99,69.97999999999999,Bolivia
1442,3855,female,77831,77.54,84.79,74.97,79.88,Bedias
1443,3860,female,30252,64.98,72.18,61.65,66.915,Mcdonough
1444,3863,female,91910,69.84,73.38,66.65,70.015,Chula Vista
1445,3867,female,28422,68.18,74.97,64.99,69.97999999999999,Bolivia
1446,3870,female,65301,71.58,71.89,69.31,70.6,Sedalia
1447,3873,female,65301,71.58,71.89,69.31,70.6,Sedalia
1448,3874,female,30252,64.98,72.18,61.65,66.915,Mcdonough
1449,3875,female,91910,69.84,73.38,66.65,70.015,Chula Vista
1450,3876,female,28422,68.18,74.97,64.99,69.97999999999999,Bolivia
1451,3877,female,30252,64.98,72.18,61.65,66.915,Mcdonough
1452,3882,female,30906,67.39,71.33,64.06,67.695,Augusta
1453,3884,female,11369,64.96,69.62,53.33,61.475,East Elmhurst
1454,3885,female,30252,64.98,72.18,61.65,66.915,Mcdonough
1455,3887,female,30458,66.54,72.5,66.02,69.25999999999999,Statesboro
1456,3890,female,30906,67.39,71.33,64.06,67.695,Augusta
